0.000000000000000000e+00 -7.140412970057470610e-03 4.244833629122569951e-02 -1.785967582824669192e-02 -3.040431939130321809e-03 -2.397598913916471411e-02 3.467896406496957882e-03 6.036158462850553259e-04 9.005974727279747634e-04 -1.955109121795288278e-03
1.000000000000000056e-01 1.829830659683579774e-01 -2.174373208535817364e-02 -8.886510227700375464e-02 -2.198031196898190057e-03 -1.239530710571690869e-03 -7.407673853370344910e-03 -9.817868376988805185e-03 -8.427624136089221368e-03 -1.049531717715970584e-02
2.000000000000000111e-01 7.025578333376360229e-02 6.727347018281690239e-02 2.820510730437874800e-02 -3.080438079237598353e-02 -1.005413142540662920e-02 -1.979455822002929716e-02 -7.563905050849127967e-03 -1.667918172015211281e-02 -1.613078063921815491e-02
3.000000000000000444e-01 -1.016982461506629465e-01 8.870483761416680935e-02 -5.472064420838249066e-02 -8.588460090095390367e-03 3.498389235644008832e-03 -8.817558207859371722e-03 -1.996105570368819637e-02 -1.974971042115215153e-02 -1.956020800424182471e-02
4.000000000000000222e-01 2.856959851381023902e-03 -3.983439839960186551e-03 -5.378300432323565583e-02 8.121838327608543739e-07 -2.142966681478820565e-02 -2.129261395189497100e-02 -2.122280780312709586e-02 -2.535943975609454906e-02 -2.054275048739267681e-02
5.000000000000000000e-01 -1.476477477026750806e-01 -2.363382739726402337e-02 -6.498257309422658667e-02 -9.965379420836263311e-03 -2.510521270120610882e-02 -5.473029750327809348e-03 -2.202222970651786585e-02 -1.811581152117741622e-02 -2.115782905388430279e-02
6.000000000000000888e-01 -9.135741483256813733e-02 8.572735826338179904e-03 8.145362215024654073e-03 -3.660539682926883254e-02 -2.656160991352735784e-02 -1.948594975933462189e-02 -1.743146540107841022e-02 -1.476726919625382176e-02 -1.774684776446751669e-02
7.000000000000000666e-01 -6.076260269759158061e-02 -7.251778094326324919e-02 -6.167834671555739307e-02 -3.194637467673799164e-02 -1.805341851854219692e-02 -2.399978321626996397e-02 -1.265120881382816344e-02 -1.005724565935497625e-02 -1.238414316398870479e-02
8.000000000000000444e-01 1.484957791486793688e-01 5.266450505894699347e-02 -6.356890501781042868e-02 -2.053138826809638301e-02 -9.483281382349110361e-03 -1.196444269633671620e-02 -3.788702994259379384e-03 -2.619110006203707267e-03 -4.900277284041155805e-03
9.000000000000000222e-01 7.128876688161468744e-02 -3.869908830927457771e-02 4.052566789749922904e-02 1.811347851806052039e-02 1.411499282303052983e-03 1.545226295204715945e-02 6.185636832930128948e-03 5.367146850316946785e-03 5.754995509890095153e-03
1.000000000000000000e+00 1.245396944846642595e-01 2.254022900117525277e-03 -2.129523813967283685e-02 3.077943650803798004e-02 1.239199576741217834e-02 2.103966778307975530e-02 1.710946605564140494e-02 1.834392575187119775e-02 1.644905312914005102e-02
1.100000000000000089e+00 1.830454853129750287e-02 3.917057672404163082e-02 2.736669586382769331e-02 5.963544184476298610e-02 1.929441363569194684e-02 2.725906382487735050e-02 2.474514645853222866e-02 2.714540377351313399e-02 2.805004894726990591e-02
1.200000000000000178e+00 1.799486339711793004e-01 7.269185455203100443e-02 4.902058681210307023e-02 4.406422054671049748e-02 5.053323444822840904e-02 3.913047811241279761e-02 4.408651611105668389e-02 3.720879784138076546e-02 4.264486533167496235e-02
1.300000000000000044e+00 9.560181468284702222e-02 -1.180344453940590510e-02 3.580038154365655645e-02 5.967383713743291962e-02 5.515424589445697828e-02 5.998949910655630713e-02 5.182214969500609225e-02 5.471261690007895445e-02 5.547177060777680468e-02
1.400000000000000133e+00 -3.858774246442209233e-03 4.091801397989083822e-02 3.127213274670768983e-02 7.539048897628776447e-02 6.818469577496107104e-02 6.378988602204549441e-02 6.578639326963414691e-02 7.153846306067564165e-02 7.210155465279310949e-02
1.500000000000000000e+00 -4.532714920140482051e-02 4.590770676551410995e-02 9.175800827999740228e-02 9.521750377928103748e-02 8.629667924618684982e-02 9.112594121923189849e-02 8.553368492887827856e-02 8.777115184325373631e-02 8.669916066674709931e-02
1.600000000000000089e+00 9.182271427942541309e-02 5.338741817858737304e-02 1.004208530535718874e-01 9.120418914289218915e-02 1.012805150523655301e-01 1.024513134352546262e-01 9.890054358076220964e-02 1.026929891167337600e-01 1.011498329900524795e-01
1.700000000000000178e+00 1.295042635054033109e-01 1.066902784625523293e-01 1.426039121310040680e-01 1.368933607849536216e-01 1.342928499369382966e-01 1.234946287522356301e-01 1.140109347955554353e-01 1.152133558410857739e-01 1.158931821145086360e-01
1.800000000000000044e+00 6.823813859115750169e-02 1.860241209886751845e-01 1.596403520109839214e-01 1.463911285776952897e-01 1.296753546376699096e-01 1.299573493364398202e-01 1.285637911115188603e-01 1.302016323114074670e-01 1.321822402566175947e-01
1.900000000000000133e+00 1.887693018113754950e-01 9.742244127465012060e-02 1.331177737534304240e-01 1.251229645925216183e-01 1.384617693520955872e-01 1.524848954193742390e-01 1.433012303728460335e-01 1.471675511847859996e-01 1.479452597346712361e-01
2.000000000000000000e+00 2.581494574214859838e-01 1.196608086449773845e-01 1.530474988936891823e-01 1.387817805731057230e-01 1.528682443192109497e-01 1.627981822635293507e-01 1.587815664873102883e-01 1.577491427801749890e-01 1.605854720830320603e-01
2.100000000000000089e+00 3.322136182445897812e-02 9.575631284699552548e-02 1.673902730572959241e-01 2.165433173205565387e-01 1.763673520927026561e-01 1.715346453673096683e-01 1.707406714891695487e-01 1.718421222142567928e-01 1.725446900794393723e-01
2.200000000000000178e+00 2.324896196811013227e-01 1.812094262712511394e-01 2.388483591091727365e-01 1.916628114931455684e-01 1.733053634848747138e-01 1.853173380900947631e-01 1.875399829241246874e-01 1.817383739733116343e-01 1.844022583591068132e-01
2.300000000000000266e+00 2.510895572295749889e-01 2.271079737106537766e-01 2.280121733678705798e-01 2.070297880434512905e-01 1.859827562153459068e-01 2.008768943062510803e-01 1.921321726424170262e-01 1.919809897913552221e-01 1.949941584229494262e-01
2.400000000000000355e+00 3.498028236151889958e-03 1.612267214593471609e-01 1.533535003294607402e-01 1.996552005942878738e-01 1.943655924922982059e-01 2.017098722861867255e-01 2.043751691403657977e-01 2.006623544186754426e-01 1.978349572751509078e-01
2.500000000000000000e+00 3.166681045923522286e-02 2.044491874947081678e-01 2.246568402765579675e-01 1.939267321090850926e-01 1.929458474757561881e-01 2.100371667720582203e-01 2.067799711537920138e-01 2.041062558878396771e-01 2.062882398164424258e-01
2.600000000000000089e+00 1.146049599872885905e-01 1.637103834140408165e-01 2.120513279892586866e-01 1.896407182617705356e-01 2.091859046948359446e-01 2.048654969431340234e-01 2.101911176063942233e-01 2.110323436965833577e-01 2.100760877321994347e-01
2.700000000000000178e+00 2.512938564399451735e-01 2.602925758331292583e-01 1.847949809064984572e-01 1.986344176481587842e-01 2.123264480025863488e-01 2.187797148761007615e-01 2.140431617443332990e-01 2.103366522485196621e-01 2.105649385149672703e-01
2.800000000000000266e+00 1.508658077376650031e-01 2.833554764035082218e-01 2.422217073929844311e-01 2.197085243803694188e-01 2.205539179939101091e-01 2.011128254929367976e-01 2.052718901633687754e-01 2.069661413126441807e-01 2.070904387490332121e-01
2.900000000000000355e+00 1.717827060538042461e-01 2.629109840865558323e-01 1.731544822862198241e-01 1.610513570267228245e-01 2.151834490128611832e-01 2.025813220450965735e-01 1.992040435050212166e-01 2.026631073231177360e-01 2.014854857616368566e-01
3.000000000000000000e+00 5.910523775068765584e-02 1.671682174921552133e-01 1.915310165043448698e-01 2.310399369528893243e-01 2.012532331579822698e-01 1.898323013686946947e-01 2.029255618674244699e-01 1.964179370188593732e-01 1.957843858231486378e-01
3.100000000000000089e+00 3.747019926731947059e-01 7.330921293728506760e-02 1.388393605922143004e-01 1.818028037757897786e-01 1.797997794609481892e-01 1.899617877946057076e-01 1.847052795537582892e-01 1.859442971306017878e-01 1.848718267773211688e-01
3.200000000000000178e+00 3.014811808619805578e-01 1.711145823242213315e-01 1.890716253939611624e-01 1.841005993050665035e-01 1.761057258059284536e-01 1.694642783874237280e-01 1.784112665664107922e-01 1.725801413601171230e-01 1.726809027810914388e-01
3.300000000000000266e+00 2.207511303320534024e-01 2.300530599254917152e-01 1.239044407452168928e-01 1.668013980642641947e-01 1.548011405759609493e-01 1.583664402668982785e-01 1.547503142716710745e-01 1.530065657432648496e-01 1.560422981772541795e-01
3.400000000000000355e+00 4.356411837096060835e-02 1.608933566795429093e-01 1.014199185380585261e-01 1.207024244574029931e-01 1.355851079320777586e-01 1.439773446864942574e-01 1.359998289538442984e-01 1.359067586019918061e-01 1.379428035290676535e-01
3.500000000000000000e+00 3.345964048320701489e-03 6.439347428786332261e-02 1.402608067154358373e-01 1.165189538997126045e-01 8.869799693492028125e-02 1.195439777963672040e-01 1.139050514634929595e-01 1.139558143116249783e-01 1.127391196174119814e-01
3.600000000000000089e+00 2.054835033226272423e-02 1.499867398398906371e-01 6.484518296574340313e-02 9.921169595779359696e-02 8.345428248524532078e-02 8.332693094204057793e-02 9.104418215455375996e-02 8.588847277919786638e-02 8.944106460508832734e-02
3.700000000000000178e+00 7.166859723850754760e-03 8.848895975468726305e-02 5.620161601213390784e-02 7.964804190009891482e-02 6.191143567577567924e-02 6.644520944435804155e-02 6.053784065286092059e-02 6.260281895971429866e-02 6.215381808746038572e-02
3.800000000000000266e+00 -4.524533670801177132e-02 2.982430542392065786e-02 9.279281230583243806e-03 5.258000070592518116e-02 3.054339906276716879e-02 3.147007664957725270e-02 3.126420664100652141e-02 3.267892769675419945e-02 2.998615807945445924e-02
3.900000000000000355e+00 -1.745060358942244205e-01 -1.869472530356005788e-02 6.853041834413018535e-03 -4.181429232097847587e-02 -5.420908764578050501e-03 -6.454519491770511173e-03 1.396340050372636005e-04 -2.785578992485782720e-03 -2.168686755134737690e-03
4.000000000000000000e+00 -2.880021399899439227e-02 1.632124483001648474e-02 -6.812406300113968416e-02 -2.464941099937565522e-02 -4.353574572266515064e-02 -4.460811688381938200e-02 -3.626911835544138762e-02 -3.598775552537603756e-02 -3.774470741990511996e-02
4.100000000000000533e+00 1.160405241263297582e-01 -7.816861993567039701e-02 -7.063299293833324999e-02 -7.437928548910575921e-02 -7.848248745789501712e-02 -6.460179888014860872e-02 -7.558606586039438857e-02 -7.502368768118718168e-02 -7.781995435193074517e-02
4.200000000000000178e+00 -1.003492429353632920e-01 -8.387420881004936657e-02 -1.567597285930664441e-01 -9.704409378048187151e-02 -1.156190415020462992e-01 -1.071783188117549773e-01 -1.156938276411601796e-01 -1.124420493911895136e-01 -1.153937620816720550e-01
4.299999999999999822e+00 -2.616561567534538835e-01 -2.121344494780111889e-01 -1.921990568903864383e-01 -1.524446902514932645e-01 -1.453021214711693043e-01 -1.680819165201404009e-01 -1.560677661100771940e-01 -1.577545394432019188e-01 -1.570053577020333879e-01
4.400000000000000355e+00 -2.017138169788712243e-01 -1.101230211209759113e-01 -2.089842676037720337e-01 -1.955779893944655790e-01 -2.068923478846060315e-01 -1.997536900131083315e-01 -1.978532414541006867e-01 -2.008124000549119381e-01 -1.977919991627343776e-01
4.500000000000000000e+00 -2.468540023784640269e-01 -3.436144633832104445e-01 -2.598850311523455137e-01 -2.436366111956917435e-01 -2.359248801137776574e-01 -2.511938151193194302e-01 -2.449448551563590537e-01 -2.422128374578382537e-01 -2.417339788500448838e-01
